Index,O,H,L,C,PriceIn,PriceInTrigger,Date,Time,Market,isLong,Qty,ExpenseAmt,Setup,Trail,TrailTrigger,T1,T1Qty,T2,T2Qty,InitStop,BarsHeld
2015-08-03 10:04:00,277.6,279.0,277.6,278.9,278.9,278.9,2015-08-03,10:04:00,SBIN,True,100,0,Mech,281.5,281.5,0,0,0,0,273.4939620507098,64
